0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-606.2,49.799,-0.039924,-0.00449,1.4531,5.7896,-5.4302,-0.011951,0.13398,0.00025048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
-374.2,-19.201,-0.34992,-0.04449,-0.44689,2.7896,1.5698,0.004049,0.13398,0.00025048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
-159.2,-48.201,0.16008,0.01551,1.6531,1.7896,-3.4302,-0.031951,-0.36602,-0.00034952,-0.00034585,-0.00034583,-0.00034346,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00034342
85.796,-2.2012,-0.34992,0.03551,0.55311,5.7896,-12.43,-0.013951,1.034,0.00015048,0.00015415,0.00015417,0.00015654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00015658
-459.2,-37.201,0.030076,0.09551,1.0531,-3.2104,-12.43,0.003049,1.234,5.0479e-05,-4.5846e-05,-4.5828e-05,-4.346e-05,0.00010924,-1.8073e-08,3.4038e-06,-3.0122e-08,-4.3424e-05
108.8,-42.201,-0.66992,-0.14449,-0.84689,3.7896,8.5698,0.004049,0.33398,0.00025048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
-442.2,17.799,-0.43992,-0.04449,1.1531,-0.21037,7.5698,-0.014951,-0.96602,-0.00024952,-0.00024585,-0.00024583,-0.00024346,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00024342
183.8,-31.201,0.23008,0.06551,-0.24689,-4.2104,-2.4302,0.010049,-0.066022,5.0479e-05,5.4154e-05,5.4172e-05,5.654e-05,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,5.6576e-05
50.796,62.799,-0.41992,0.17551,-1.3469,-5.2104,-6.4302,0.009049,-1.666,-0.00014952,-0.00014585,-0.00014583,-0.00014346,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00014342
330.8,2.7988,0.34008,-0.12449,-2.2469,-2.2104,14.57,0.026049,0.13398,0.00045048,0.00045415,0.00045417,0.00045654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00045658
193.8,2.7988,0.20008,-0.09449,0.75311,4.7896,5.5698,0.001049,-0.066022,0.00035048,0.00035415,0.00035417,0.00035654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00035658
284.8,-18.201,0.38008,-0.03449,-0.54689,2.7896,1.5698,0.009049,-0.36602,0.00035048,0.00035415,0.00035417,0.00035654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00035658
-233.2,18.799,-0.42992,0.01551,0.35311,-2.2104,-8.4302,-0.019951,1.834,-0.00034952,-0.00034585,-0.00034583,-0.00034346,0.00010924,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00034342
-222.2,-25.201,-0.47992,0.02551,-0.44689,-0.21037,-2.4302,-0.010951,-0.16602,-0.00014952,-0.00034585,-0.00034583,-0.00054346,0.00020924,-1.8073e-08,0.0002034,-3.0122e-08,-0.00054342
-252.2,-20.201,-0.15992,0.09551,1.4531,0.78963,-12.43,-0.031951,-0.16602,-0.00034952,-0.00034585,-0.00034583,-0.00034346,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00034342
-140.2,-10.201,-0.039924,-0.05449,-0.14689,3.7896,2.5698,-0.003951,0.033978,0.00025048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
305.8,2.7988,0.37008,-0.06449,0.55311,4.7896,2.5698,0.003049,0.13398,0.00035048,0.00035415,0.00035417,0.00035654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00035658
-74.204,5.7988,-0.68992,0.01551,-0.54689,2.7896,-5.4302,-0.007951,0.13398,0.00015048,5.4154e-05,5.4172e-05,5.654e-05,0.00010924,-1.8073e-08,3.4038e-06,-3.0122e-08,5.6576e-05
9.7958,-10.201,0.15008,0.03551,0.55311,-7.2104,5.5698,-0.006951,0.43398,-0.00044952,-0.00044585,-0.00044583,-0.00044346,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00044342
401.8,-29.201,-0.10992,-0.01449,-0.74689,-2.2104,3.5698,0.014049,0.033978,0.00015048,0.00015415,0.00015417,0.00015654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00015658
148.8,30.799,0.090076,0.01551,-0.84689,-0.21037,-4.4302,0.015049,0.13398,0.00035048,0.00035415,0.00035417,0.00035654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00035658
-161.2,-13.201,0.35008,0.08551,1.0531,-3.2104,-16.43,-0.029951,1.034,-0.00054952,-0.00054585,-0.00054583,-0.00054346,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00054342
-472.2,-17.201,-0.12992,-0.15449,1.9531,6.7896,8.5698,-0.018951,0.63398,0.00025048,0.00015415,0.00015417,0.00015654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00015658
-404.2,-0.20122,-0.059924,-0.04449,-0.44689,2.7896,2.5698,0.002049,0.033978,-4.9521e-05,-4.5846e-05,-4.5828e-05,-4.346e-05,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-4.3424e-05
23.796,-39.201,-0.17992,0.06551,0.35311,-3.2104,-3.4302,-0.033951,-0.16602,-0.00044952,-0.00074585,-0.00074583,-0.00074346,0.00030924,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00074342
248.8,-15.201,0.26008,-0.14449,0.35311,-1.2104,12.57,-0.011951,0.23398,-0.00034952,-0.00034585,-0.00034583,-0.00034346,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00034342
334.8,-7.2012,0.50008,-0.15449,0.65311,4.7896,11.57,-0.001951,0.13398,0.00035048,0.00035415,0.00035417,0.00035654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00035658
545.8,21.799,0.54008,0.14551,-0.24689,-7.2104,-14.43,0.029049,0.43398,5.0479e-05,0.00025415,0.00025417,0.00025654,-0.00029076,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
-16.204,-0.20122,-0.41992,0.04551,0.25311,-8.2104,5.5698,-0.013951,0.033978,-0.00084952,-0.00084585,-0.00084583,-0.00084346,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00084342
-57.204,5.7988,-0.16992,-0.00449,-0.74689,1.7896,-2.4302,-0.003951,0.033978,0.00015048,0.00015415,0.00015417,0.00015654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00015658
-227.2,6.7988,-0.25992,-0.03449,0.053106,-0.21037,-8.4302,-0.001951,2.534,0.00015048,5.4154e-05,5.4172e-05,5.654e-05,0.00010924,-1.8073e-08,0.0001034,-3.0122e-08,5.6576e-05
-115.2,0.79878,-0.10992,-0.02449,0.053106,3.7896,-2.4302,-0.003951,0.033978,0.00025048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
159.8,-35.201,-0.33992,-0.02449,0.053106,-7.2104,12.57,0.013049,-0.16602,-4.9521e-05,-0.00014585,-0.00014583,-0.00014346,0.00010924,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00014342
-280.2,35.799,-0.42992,0.03551,-1.1469,-4.2104,4.5698,-0.006951,-0.16602,-0.00034952,-0.00034585,-0.00034583,-0.00034346,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00034342
830.8,-9.2012,-0.12992,-0.04449,-1.8469,-3.2104,9.5698,0.020049,-0.36602,0.00025048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
62.796,-49.201,-0.18992,-0.07449,-0.94689,-1.2104,8.5698,0.002049,-0.066022,0.00025048,5.4154e-05,5.4172e-05,5.654e-05,0.00020924,-1.8073e-08,0.0001034,-3.0122e-08,5.6576e-05
172.8,21.799,0.33008,-0.13449,-0.34689,0.78963,13.57,-0.005951,0.033978,5.0479e-05,5.4154e-05,5.4172e-05,5.654e-05,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,5.6576e-05
31.796,-3.2012,-0.43992,0.02551,-0.34689,-2.2104,1.5698,-0.003951,-0.066022,-0.00044952,-0.00044585,-0.00044583,-0.00054346,9.2415e-06,-1.8073e-08,0.0001034,-3.0122e-08,-0.00054342
798.8,-10.201,-0.049924,0.02551,-1.5469,-3.2104,3.5698,0.024049,-0.66602,0.00025048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
249.8,-49.201,0.45008,-0.15449,0.85311,-2.2104,17.57,0.003049,-0.16602,-4.9521e-05,-4.5846e-05,-4.5828e-05,-4.346e-05,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-4.3424e-05
98.796,7.7988,0.36008,-0.16449,0.45311,-0.21037,17.57,0.006049,-0.16602,0.00015048,0.00015415,0.00015417,0.00015654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00015658
-145.2,-27.201,0.33008,-0.04449,-0.54689,-1.2104,6.5698,0.011049,-0.066022,0.00015048,0.00015415,0.00015417,0.00015654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00015658
438.8,-7.2012,-0.059924,-0.04449,0.85311,2.7896,1.5698,0.004049,0.13398,0.00025048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
-285.2,30.799,0.39008,0.10551,1.1531,0.78963,-20.43,-0.009951,0.63398,-4.9521e-05,-4.5846e-05,-4.5828e-05,-4.346e-05,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-4.3424e-05
-213.2,-10.201,-0.63992,-0.07449,-1.2469,-0.21037,2.5698,0.012049,0.33398,0.00015048,5.4154e-05,5.4172e-05,-4.346e-05,0.00010924,-1.8073e-08,0.0001034,-3.0122e-08,-4.3424e-05
465.8,-2.2012,0.38008,-0.06449,-0.54689,-4.2104,9.5698,0.018049,0.53398,0.00015048,0.00015415,0.00015417,0.00015654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00015658
141.8,15.799,-0.25992,0.16551,0.25311,-2.2104,-14.43,-0.009951,0.23398,-0.00034952,-0.00044585,-0.00044583,-0.00054346,0.00010924,-1.8073e-08,0.0001034,-3.0122e-08,-0.00054342
-64.204,-50.201,-0.41992,-0.13449,-0.046894,-2.2104,12.57,-0.009951,0.33398,-0.00024952,-0.00044585,-0.00044583,-0.00064346,0.00020924,-1.8073e-08,0.0003034,-3.0122e-08,-0.00064342
173.8,49.799,-0.029924,0.03551,-0.74689,3.7896,-8.4302,0.008049,0.033978,0.00045048,0.00045415,0.00045417,0.00045654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00045658
-84.204,17.799,-0.019924,0.00551,-0.64689,2.7896,-4.4302,0.001049,0.033978,0.00035048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
41.796,4.7988,0.27008,0.01551,-1.5469,3.7896,-5.4302,0.011049,-0.066022,0.00045048,0.00045415,0.00045417,0.00045654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00045658
-170.2,-45.201,-1.1099,-0.20449,-0.14689,-5.2104,5.5698,0.026049,2.634,-4.9521e-05,-0.00014585,-0.00014583,-0.00014346,0.00010924,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00014342
-274.2,22.799,-0.029924,0.02551,0.85311,3.7896,-7.4302,-0.003951,0.033978,0.00025048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
79.796,-27.201,-0.35992,-0.13449,0.053106,4.7896,9.5698,-0.001951,-0.066022,0.00035048,0.00025415,0.00025417,0.00025654,0.00010924,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
-131.2,35.799,-0.089924,-0.08449,0.15311,-2.2104,2.5698,0.022049,2.534,0.00035048,0.00035415,0.00035417,0.00035654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00035658
51.796,-7.2012,0.50008,-0.06449,0.65311,-0.21037,6.5698,0.011049,-0.066022,0.00025048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
534.8,32.799,-0.019924,0.03551,2.1531,4.7896,-0.43021,-0.002951,-1.966,0.00035048,0.00035415,0.00035417,0.00035654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00035658
-78.204,-17.201,-0.46992,-0.02449,0.25311,-4.2104,5.5698,-0.010951,0.13398,5.0479e-05,-0.00014585,-0.00014583,-0.00034346,0.00020924,-1.8073e-08,0.0002034,-3.0122e-08,-0.00034342
-83.204,15.799,0.19008,-0.04449,0.053106,3.7896,0.56979,-0.007951,0.23398,0.00015048,0.00015415,0.00015417,0.00015654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00015658
63.796,0.79878,0.46008,0.03551,0.95311,-1.2104,-1.4302,0.006049,-0.16602,-0.00034952,-0.00024585,-0.00024583,-0.00014346,-0.00019076,-1.8073e-08,-0.0001966,-3.0122e-08,-0.00014342
-197.2,40.799,-0.39992,0.05551,0.25311,-2.2104,0.56979,-0.004951,-0.86602,-0.00014952,-0.00044585,-0.00044583,-0.00044346,0.00020924,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00044342
360.8,22.799,-0.099924,-0.07449,1.1531,4.7896,3.5698,-0.004951,-0.066022,0.00025048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
-84.204,-25.201,-0.50992,0.01551,0.15311,-0.21037,-3.4302,-0.028951,0.13398,-0.00034952,-0.00044585,-0.00044583,-0.00044346,0.00010924,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00044342
-183.2,75.799,-0.31992,0.18551,-0.84689,-4.2104,-16.43,-0.001951,0.13398,-0.00014952,-0.00014585,-0.00014583,-0.00014346,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00014342
-509.2,-14.201,0.060076,-0.01449,0.25311,4.7896,-3.4302,0.004049,0.13398,0.00045048,0.00045415,0.00045417,0.00045654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00045658
-138.2,21.799,-0.39992,0.01551,-0.74689,2.7896,-5.4302,0.001049,0.033978,0.00025048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
-342.2,7.7988,0.33008,-0.01449,-0.34689,2.7896,-1.4302,0.005049,0.033978,0.00035048,0.00035415,0.00035417,0.00035654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00035658
137.8,-7.2012,0.20008,-0.07449,-1.9469,1.7896,5.5698,0.016049,-0.16602,0.00045048,0.00045415,0.00045417,0.00045654,-9.0758e-05,-1.8073e-08,-9.6596e-05,-3.0122e-08,0.00045658
-652.2,-11.201,-0.19992,0.01551,0.95311,1.7896,-22.43,-0.019951,1.534,5.0479e-05,-4.5846e-05,-4.5828e-05,-0.00014346,0.00010924,-1.8073e-08,0.0002034,-3.0122e-08,-0.00014342
12.796,-54.201,-0.55992,-0.17449,1.2531,-1.2104,18.57,-0.021951,-0.16602,-0.00034952,-0.00044585,-0.00044583,-0.00044346,0.00010924,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00044342
-197.2,5.7988,-0.20992,0.04551,0.35311,-2.2104,-4.4302,-0.00095096,0.033978,-4.9521e-05,-4.5846e-05,-4.5828e-05,-4.346e-05,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-4.3424e-05
-224.2,-2.2012,-0.059924,-0.00449,-0.44689,4.7896,-4.4302,-0.00095096,0.033978,0.00035048,0.00035415,0.00035417,0.00035654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00035658
97.796,-1.2012,-0.15992,0.07551,-0.74689,-3.2104,-4.4302,-0.004951,-0.066022,-0.00054952,-0.00054585,-0.00054583,-0.00054346,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00054342
126.8,-0.20122,-0.099924,0.00551,0.15311,2.7896,-5.4302,0.003049,0.33398,0.00035048,0.00035415,0.00035417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
27.796,17.799,0.31008,-0.04449,0.45311,4.7896,0.56979,-0.001951,-0.16602,0.00035048,0.00035415,0.00035417,0.00035654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00035658
253.8,4.7988,0.090076,-0.09449,-0.44689,0.78963,8.5698,0.003049,-0.066022,0.00015048,0.00015415,0.00015417,0.00015654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00015658
-21.204,-24.201,-0.70992,-0.02449,-1.2469,-8.2104,16.57,0.033049,0.23398,-4.9521e-05,-4.5846e-05,-4.5828e-05,-4.346e-05,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-4.3424e-05
-362.2,32.799,0.41008,0.24551,0.053106,-5.2104,-18.43,-0.003951,-0.066022,-0.00054952,-0.00054585,-0.00054583,-0.00044346,9.2415e-06,-1.8073e-08,-0.0001966,-3.0122e-08,-0.00044342
-155.2,20.799,-0.059924,0.12551,0.25311,3.7896,-17.43,-0.002951,-0.16602,0.00025048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
-408.2,-2.2012,-0.21992,-0.04449,0.053106,4.7896,0.56979,-0.003951,0.23398,0.00025048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
71.796,25.799,0.13008,-0.02449,-0.54689,4.7896,-2.4302,0.004049,-0.066022,0.00035048,0.00045415,0.00045417,0.00045654,-0.00019076,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00045658
-40.204,-0.20122,0.22008,0.01551,2.1531,3.7896,-0.43021,-0.010951,-1.466,5.0479e-05,5.4154e-05,5.4172e-05,0.00015654,9.2415e-06,-1.8073e-08,-0.0001966,-3.0122e-08,0.00015658
-212.2,-33.201,-0.25992,0.11551,0.053106,-7.2104,-7.4302,0.025049,-0.56602,0.00015048,0.00015415,0.00015417,5.654e-05,0.00010924,-1.8073e-08,0.0001034,-3.0122e-08,5.6576e-05
-120.2,70.799,-0.26992,0.02551,-1.2469,1.7896,-5.4302,0.008049,-0.066022,0.00025048,0.00025415,0.00025417,0.00025654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00025658
35.796,43.799,-0.26992,0.04551,0.15311,2.7896,-8.4302,-0.005951,0.033978,0.00025048,0.00015415,0.00015417,0.00015654,0.00010924,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00015658
-114.2,3.7988,0.64008,0.13551,-0.84689,-5.2104,-8.4302,0.003049,0.23398,-0.00014952,-0.00014585,-0.00014583,-0.00014346,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-0.00014342
-8.2042,10.799,0.48008,-0.04449,-0.44689,4.7896,-0.43021,0.001049,-0.066022,0.00015048,0.00015415,0.00015417,0.00015654,-0.00019076,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00015658
427.8,30.799,0.15008,0.05551,-0.54689,0.78963,-12.43,0.008049,1.334,0.00015048,0.00015415,0.00015417,0.00015654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00015658
-133.2,27.799,0.27008,0.10551,-0.44689,4.7896,-13.43,0.002049,-0.86602,0.00035048,0.00035415,0.00035417,0.00035654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00035658
-387.2,14.799,-0.42992,0.01551,0.15311,-2.2104,0.56979,-0.017951,-0.16602,-0.00014952,-0.00034585,-0.00034583,-0.00034346,0.00020924,-1.8073e-08,0.0001034,-3.0122e-08,-0.00034342
246.8,-58.201,-0.029924,-0.18449,-0.64689,2.7896,17.57,0.017049,-0.16602,0.00045048,0.00045415,0.00045417,0.00045654,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,0.00045658
-522.2,-13.201,-0.15992,-0.03449,0.25311,-2.2104,3.5698,0.002049,0.43398,-4.9521e-05,-4.5846e-05,-4.5828e-05,-4.346e-05,9.2415e-06,-1.8073e-08,3.4038e-06,-3.0122e-08,-4.3424e-05
